need,7688
stori,2292
benefit,3241
challeng,3640
novemb,2092
until,2812
becom,2819
event,3778
florida,2920
right,8990
video,2958
these,5040
host,2214
told,9192
number,4469
meet,5850
few,2517
discuss,3084
air,2071
each,2597
view,2902
big,2978
propos,4633
idea,2598
trillion,2011
depart,4911
palin,3814
john,5476
made,6932
aid,3103
oil,2761
six,2294
mai,6609
lawmak,3875
associ,2806
side,2766
current,3441
write,2027
left,3415
tell,3408
man,2016
individu,2132
member,6356
look,5202
militari,4657
debt,4282
messag,2757
receiv,3360
base,3928
public,6520
ago,2372
yet,2601
rep,5676
cb,9646
argu,3557
least,2870
took,2972
lead,4174
possibl,2994
same,5211
enough,2599
long,4657
fridai,3465
close,3691
poll,9582
deal,4550
medicar,2526
bank,2080
be,5084
think,9821
creat,3678
watch,2896
afghanistan,2273
far,3352
dai,9721
much,5299
sign,3805
speech,4301
better,3018
against,7418
thursdai,4516
leav,2293
todai,6827
countri,7689
thing,5167
incom,2334
hope,3714
vice,3027
set,3282
former,9888
through,5056
approv,3505
author,2729
releas,4942
name,2852
talk,5267
five,2473
pai,4446
still,5933
win,5038
never,2943
secur,7432
judg,2051
great,2053
see,5093
stand,3070
take,9760
off,4758
ad,9619
measur,3765
sen,7002
amend,2176
why,3130
energi,2678
reason,2285
gener,5677
street,2020
concern,3275
court,6513
abl,2561
help,7112
social,2941
among,4998
respond,2508
import,3278
nomin,3304
move,4242
nbsp,8165
liber,2048
limit,3184
final,2368
iowa,3086
respons,4584
nomine,2528
done,2711
gai,2401
hold,3454
job,9809
attornei,2343
earlier,3021
carolina,2229
them,8857
then,5065
month,7488
commun,3272
comment,3841
small,2571
committe,7295
agenc,2847
gingrich,5759
home,3375
negoti,2138
ll,3140
voter,9687
protect,2772
build,2017
across,2120
someth,2805
clear,3314
insur,3830
massachusett,2393
dollar,2115
me,3865
administr,8822
note,3238
held,2127
privat,2700
despit,2038
my,6047
potenti,2497
differ,3365
interview,4264
larg,2596
offic,7151
cut,9494
financi,2960
dure,6062
second,3111
santorum,4167
marriag,2331
ldquo,2980
him,9549
where,6531
level,2019
mondai,4300
action,3538
morn,2554
educ,2147
howev,3813
everi,3481
live,3470
famili,5026
here,6255
statement,5881
paul,4664
strong,2132
debat,6397
chairman,2819
suprem,2216
awai,2103
clinton,4272
war,3744
while,9247
staff,2072
rate,4602
econom,4579
read,2799
serv,3572
spent,2042
less,2997
between,4512
major,6293
those,8824
wednesdai,4790
extend,2053
biden,3096
your,3439
spokesman,2191
problem,3682
offer,3305
past,2932
know,6656
spend,7592
pass,6374
plai,2606
wai,7191
night,3328
act,4630
step,2832
found,2367
mitt,4557
appear,4785
don,8178
fight,3459
servic,4149
wrote,2675
immigr,5115
defens,3299
advis,2070
washington,9212
seat,2862
forward,2273
interest,3391
virginia,2011
place,3939
happen,2724
turn,3168
how,7791
sundai,2287
feder,8464
under,4917
involv,2126
befor,8275
suggest,3609
system,3014
lot,2917
favor,2266
own,4559
posit,3704
try,4357
critic,5196
increas,4335
face,4943
press,5121
give,4755
decis,5213
fundrais,2111
next,5363
anoth,4428
run,7250
life,2358
arizona,2264
ve,4928
rsquo,4053
best,2512
worker,2405
hard,2440
primari,5078
perri,3769
repres,2965
later,2850
conserv,7080
back,8824
come,8204
seem,2500
seek,2444
congression,4058
oppos,2566
fact,3465
decid,2275
remain,3140
charg,2741
south,2505
doe,3683
down,5748
part,5451
confirm,2104
world,3393
abort,2202
keep,4070
com,3038
both,6628
boehner,3712
good,4288
earli,3009
must,2828
confer,2899
requir,4059
texa,3148
busi,5193
bush,4647
legisl,5716
follow,4418
control,3554
billion,4944
effort,4778
cost,3413
continu,6078
inform,2694
believ,4965
cbsnew,2256
economi,5961
gop,8231
case,4434
foreign,2555
got,3288
gov,3935
legal,2872
result,2964
repeal,2132
well,5745
hand,2664
reach,2215
mccain,2295
announc,4442
rais,5222
question,6302
four,3723
ryan,2899
too,3834
top,3958
includ,9092
futur,2902
accord,5877
veri,5428
sever,3051
unit,5148
school,2871
effect,2752
reid,3143
investig,2822
high,3414
chang,6376
claim,2896
reduc,2205
georg,2265
person,4102
deficit,3517
governor,6279
bring,2275
barack,2956
whether,4821
expect,4746
center,2279
open,3024
reform,5368
fail,2814
oper,2351
mani,6707
million,8292
again,2759
did,6379
tuesdai,6154
director,2636
without,3423
provid,3824
monei,5086
record,3396
now,9269
start,4004
citi,2508
ask,8019
littl,2782
budget,6653
might,2650
realli,2499
put,5338
america,5158
line,2842
issu,9892
consid,3095
kind,2024
ohio,2647
union,2861
district,2800
forc,4183
want,9366
end,5736
post,5068
let,2849
speaker,3306
return,2701
speak,2707
should,8097
gun,3587
process,2645
point,7489
led,2022
alreadi,3273
attack,5208
secretari,4290
old,2245
remark,3254
promis,2399
kill,2160
show,7647
tea,4241
race,5736
though,3687
doesn,3183
independ,2469
hear,3086
univers,2307
three,5221
power,3189
cain,2649
offici,6999
fund,4634
head,2913
chief,3056
sure,2381
letter,2168
compani,4226
class,2202
mark,2220
rdquo,2959
polici,6790
himself,2069
sinc,5566
updat,2469
program,5622
word,2128
even,8159
didn,3322
execut,2333
media,2001
senior,2846
stop,3133
allow,3726
onc,2109
recent,5166
push,2664
order,2758
full,2831
rule,4282
leader,8098
presidenti,8141
mean,3385
middl,2658
york,3724
won,4376
coverag,2915
find,2883
rick,2341
matter,2478
leadership,2078
came,2595
women,3515
around,3108
begin,2110
justic,3123
address,3479
organ,2921
agre,2655
term,4813
nearli,2512
special,3594
group,7396
